CourseTypeBroadName,FundingGroupName,,UnitLevelCode,UnitPrimaryFOECode,UnitPrimaryFOEDetailedName,UnitPrimaryFOENarrowName,UnitPrimaryFOEBroadName, 2024 EFTSL 
Undergraduate,Domestic - C'wealth Supported,,2,91503,Northern European Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,91523,Literature,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90311,Indigenous Studies,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,90303,Anthropology,Studies In Human Society,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,3,90305,History,Studies In Human Society,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,1,91523,Literature,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91523,Literature,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90313,Gender Specific Studies,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,91503,Northern European Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90313,Gender Specific Studies,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,90311,Indigenous Studies,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90303,Anthropology,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90303,Anthropology,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91523,Literature,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91523,Literature,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,90313,Gender Specific Studies,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.25
Undergraduate,Domestic - C'wealth Supported,,2,100301,Fine Arts,Visual Arts And Crafts,Creative Arts,0.125
Undergraduate,Domestic - C'wealth Supported,,3,90307,Archaeology,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,100101,Music,Performing Arts,Creative Arts,0.125
Undergraduate,Domestic - C'wealth Supported,,2,91901,Economics,Economics And Econometrics,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,80101,Accounting,Accounting,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,2,80505,Marketing,Sales And Marketing,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,3,100101,Music,Performing Arts,Creative Arts,0.125
Undergraduate,Domestic - C'wealth Supported,,1,80307,Organisation Management,Business And Management,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,80307,Organisation Management,Business And Management,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,2,100700,Communication And Media Studies,Communication And Media Studies,Creative Arts,0.125
Undergraduate,Domestic - C'wealth Supported,,3,100701,Audio Visual Studies,Communication And Media Studies,Creative Arts,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,90101,Political Science,Political Science And Policy Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90399,Studies In Human Society Not Elsewhere Classified,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90101,Political Science,Political Science And Policy Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90101,Political Science,Political Science And Policy Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,90101,Political Science,Political Science And Policy Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,80505,Marketing,Sales And Marketing,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90101,Political Science,Political Science And Policy Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,2,80505,Marketing,Sales And Marketing,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,2,10913,Human Biology,Biological Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,1,20303,Database Management,Information Systems,Information Technology,0.625
Undergraduate,Domestic - C'wealth Supported,,2,90305,History,Studies In Human Society,Society And Culture,2.875
Undergraduate,Domestic - C'wealth Supported,,1,90305,History,Studies In Human Society,Society And Culture,8
Undergraduate,Domestic - C'wealth Supported,,1,90101,Political Science,Political Science And Policy Studies,Society And Culture,6.125
Undergraduate,Domestic - C'wealth Supported,,2,91505,Southern European Languages,Language And Literature,Society And Culture,0.75
Undergraduate,Domestic - C'wealth Supported,,2,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,2,80307,Organisation Management,Business And Management,Management And Commerce,1.125
Undergraduate,Domestic - C'wealth Supported,,2,80307,Organisation Management,Business And Management,Management And Commerce,0.375
Undergraduate,Domestic - C'wealth Supported,,1,100101,Music,Performing Arts,Creative Arts,2.25
Undergraduate,Domestic - C'wealth Supported,,3,100101,Music,Performing Arts,Creative Arts,3
Undergraduate,Domestic - C'wealth Supported,,3,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90309,Human Geography,Studies In Human Society,Society And Culture,1.125
Undergraduate,Domestic - C'wealth Supported,,3,91505,Southern European Languages,Language And Literature,Society And Culture,0.75
Undergraduate,Domestic - C'wealth Supported,,3,100101,Music,Performing Arts,Creative Arts,2.25
Undergraduate,Domestic - C'wealth Supported,,3,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,1.25
Undergraduate,Domestic - C'wealth Supported,,3,90701,Psychology,Behavioural Science,Society And Culture,6.125
Undergraduate,Domestic - C'wealth Supported,,3,10999,Biological Sciences Not Elsewhere Classified,Biological Sciences,Natural And Physical Sciences,4.375
Undergraduate,Domestic - C'wealth Supported,,2,91505,Southern European Languages,Language And Literature,Society And Culture,1.25
Undergraduate,Domestic - C'wealth Supported,,3,80505,Marketing,Sales And Marketing,Management And Commerce,0.875
Undergraduate,Domestic - C'wealth Supported,,3,100101,Music,Performing Arts,Creative Arts,0.375
Undergraduate,Domestic - C'wealth Supported,,2,80301,Business Management,Business And Management,Management And Commerce,0.5
Undergraduate,Domestic - C'wealth Supported,,1,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,1,90599,Human Welfare Studies And Services Not Elsewhere Classified,Human Welfare Studies And Services,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,80301,Business Management,Business And Management,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10500,Chemical Sciences,Chemical Sciences,Natural And Physical Sciences,0.375
Undergraduate,Domestic - C'wealth Supported,,1,91515,Eastern Asian Languages,Language And Literature,Society And Culture,2
Undergraduate,Domestic - C'wealth Supported,,1,91515,Eastern Asian Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,91515,Eastern Asian Languages,Language And Literature,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,2,20100,Computer Science,Computer Science,Information Technology,0.125
Undergraduate,Domestic - C'wealth Supported,,3,100700,Communication And Media Studies,Communication And Media Studies,Creative Arts,4.875
Undergraduate,Domestic - C'wealth Supported,,1,80301,Business Management,Business And Management,Management And Commerce,0.5
Undergraduate,Domestic - C'wealth Supported,,1,20199,Computer Science Not Elsewhere Classified,Computer Science,Information Technology,0.125
Undergraduate,Domestic - C'wealth Supported,,2,10905,Ecology And Evolution,Biological Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,2,10503,Inorganic Chemistry,Chemical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,3,80309,Industrial Relations,Business And Management,Management And Commerce,0.5
Undergraduate,Domestic - C'wealth Supported,,3,80307,Organisation Management,Business And Management,Management And Commerce,0.625
Undergraduate,Domestic - C'wealth Supported,,1,100101,Music,Performing Arts,Creative Arts,1.25
Undergraduate,Domestic - C'wealth Supported,,2,91901,Economics,Economics And Econometrics,Society And Culture,1.125
Undergraduate,Domestic - C'wealth Supported,,1,90311,Indigenous Studies,Studies In Human Society,Society And Culture,8.875
Undergraduate,Domestic - C'wealth Supported,,3,91505,Southern European Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,91505,Southern European Languages,Language And Literature,Society And Culture,1.25
Undergraduate,Domestic - C'wealth Supported,,3,91505,Southern European Languages,Language And Literature,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,2,91103,Legal Studies,Justice And Law Enforcement,Society And Culture,8.5
Undergraduate,Domestic - C'wealth Supported,,2,91503,Northern European Languages,Language And Literature,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,3,91505,Southern European Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,1
Undergraduate,Domestic - C'wealth Supported,,3,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,2,90305,History,Studies In Human Society,Society And Culture,2.625
Undergraduate,Domestic - C'wealth Supported,,3,91901,Economics,Economics And Econometrics,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,1,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,1.625
Undergraduate,Domestic - C'wealth Supported,,3,90399,Studies In Human Society Not Elsewhere Classified,Studies In Human Society,Society And Culture,1.25
Undergraduate,Domestic - C'wealth Supported,,1,91523,Literature,Language And Literature,Society And Culture,5.75
Undergraduate,Domestic - C'wealth Supported,,3,91523,Literature,Language And Literature,Society And Culture,4.75
Undergraduate,Domestic - C'wealth Supported,,3,80307,Organisation Management,Business And Management,Management And Commerce,1
Undergraduate,Domestic - C'wealth Supported,,3,90311,Indigenous Studies,Studies In Human Society,Society And Culture,1.375
Undergraduate,Domestic - C'wealth Supported,,2,91513,Southeast Asian Languages,Language And Literature,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,2,91513,Southeast Asian Languages,Language And Literature,Society And Culture,0.5
Undergraduate,Domestic - C'wealth Supported,,1,91505,Southern European Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,100101,Music,Performing Arts,Creative Arts,0.375
Undergraduate,Domestic - C'wealth Supported,,2,80505,Marketing,Sales And Marketing,Management And Commerce,1
Undergraduate,Domestic - C'wealth Supported,,2,100101,Music,Performing Arts,Creative Arts,0.75
Undergraduate,Domestic - C'wealth Supported,,3,90701,Psychology,Behavioural Science,Society And Culture,5
Undergraduate,Domestic - C'wealth Supported,,2,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,3,91503,Northern European Languages,Language And Literature,Society And Culture,0.375
Undergraduate,Domestic - C'wealth Supported,,3,91503,Northern European Languages,Language And Literature,Society And Culture,0.5
Undergraduate,Domestic - C'wealth Supported,,3,100101,Music,Performing Arts,Creative Arts,0.25
